iata	icao	name	municipality	lat	lon
ASK	DIYO	Yamoussoukro International Airport	Yamoussoukro	6.903170	-5.365580
ASL	KASL	Harrison County Airport	Marshall	32.520500	-94.307800
ASM	HHAS	Asmara International Airport	Asmara	15.291900	38.910702
ASN	KASN	Talladega Municipal Airport	Talladega	33.569901	-86.050903
ASO	HASO	Asosa Airport	Asosa	10.018500	34.586300
ASP	YBAS	Alice Springs Airport	Alice Springs	-23.806588	133.903427
ASQ	K9U3	Austin Airport	Austin	39.467708	-117.197576
ASR	LTAU	Kayseri Erkilet International Airport	Kayseri	38.770401	35.495399
ASS	FAAR	Arathusa Safari Lodge Airport	Arathusa	-24.740527	31.517973
AST	KAST	Astoria Regional Airport	Astoria	46.158001	-123.878998
ASU	SGAS	Silvio Pettirossi International Airport	Asunción	-25.240156	-57.519227
ASV	HKAM	Amboseli Airport	Ol Tukai	-2.644786	37.252922
ASW	HESN	Aswan International Airport	Aswan	23.961075	32.820382
ASX	KASX	John F Kennedy Memorial Airport	Ashland	46.548500	-90.918999
ASY	KASY	Ashley Municipal Airport	Ashley	46.023899	-99.352600
ASZ	ASZ	Asirim Airport		-6.009722	150.368611
ATA	SPHZ	Comandante FAP German Arias Graziani Airport	Anta	-9.347440	-77.598396
ATB	HSAT	Atbara Airport	Atbara	17.709928	34.057205
ATC	MYCA	Arthur's Town Airport	Arthur's Town	24.629400	-75.673797
ATD	AGAT	Uru Harbour Airport	Atoifi	-8.873330	161.011002
ATE	K80F	Antlers Municipal Airport	Antlers	34.192600	-95.649902
ATF	SEAM	Chachoán Regional Airport	Ambato	-1.212070	-78.574600
ATG	OPMS	Minhas Air Base	Kamra	33.869099	72.400902
ATH	LGAV	Athens Eleftherios Venizelos International Airport	Spata-Artemida	37.936401	23.944500
ATI	SUAG	Artigas International Airport	Artigas	-30.400700	-56.507900
ATJ	FMME	Antsirabe Airport	Antsirabe	-19.839221	47.063713
ATK	PATQ	Atqasuk Edward Burnell Sr Memorial Airport	Atqasuk	70.467040	-157.436013
ATL	KATL	Hartsfield Jackson Atlanta International Airport	Atlanta	33.636700	-84.428101
ATM	SBHT	Altamira Interstate Airport	Altamira	-3.253144	-52.253938
ATN	AYNX	Namatanai Airport	Namatanai	-3.669500	152.438000
ATO	KUNI	Ohio University Airport	Albany	39.211839	-82.229490
ATP	AYAI	Aitape Airport	Aitape	-3.143611	142.346806
ATQ	VIAR	Sri Guru Ram Das Ji International Airport	Amritsar	31.709600	74.797302
ATR	GQPA	Atar International Airport	Atar	20.505823	-13.043744
ATS	KATS	Artesia Municipal Airport	Artesia	32.852501	-104.468002
ATT	4A2	Atmautluak Airport	Atmautluak	60.866699	-162.272996
ATU	PAAT	Casco Cove Coast Guard Station	Attu	52.829797	173.173796
ATV	FTTI	Ati Airport	Ati	13.239778	18.315893
ATW	KATW	Appleton International Airport	Appleton	44.258515	-88.519000
ATX	KZ-ATX	Atbasar Airport	Atbasar	51.852306	68.366892
ATY	KATY	Watertown Regional Airport	Watertown	44.914001	-97.154701
ATZ	HEAT	Asyut International Airport	Asyut	27.045962	31.012760
AUA	TNCA	Queen Beatrix International Airport	Oranjestad	12.501056	-70.014281
AUC	SKUC	Santiago Perez Airport	Arauca	7.068880	-70.736900
AUD	YAGD	Augustus Downs Airport		-18.508700	139.882084
AUE	EG-AUE	Abu Rudeis Airport	Ras Abu Rudeis	28.899694	33.202057
AUF	LFLA	Auxerre Branches airport	Auxerre	47.850201	3.497110
AUG	KAUG	Augusta State Airport	Augusta	44.320599	-69.797302
AUH	OMAA	Zayed International Airport	Abu Dhabi	24.440966	54.649237
AUI	AYND	Aua Island Airport	Aua Island	-1.460556	143.064722
AUJ	AYAT	Ambunti Airport	Ambunti	-4.215667	142.823167
AUK	PAUK	Alakanuk Airport	Alakanuk	62.682653	-164.722481
AUL	MH-AUL	Aur Island Airport	Aur Atoll	8.145280	171.173004
AUM	KAUM	Austin Municipal Airport	Austin	43.665001	-92.933403
AUN	KAUN	Auburn Municipal Airport	Auburn	38.954800	-121.082001
AUO	KAUO	Auburn University Regional Airport	Auburn	32.615101	-85.433998
AUP	AYAG	Agaun Airport	Agaun	-9.927715	149.389951
AUQ	NTMN	Hiva Oa-Atuona Airport	Hiva Oa Island	-9.768790	-139.011002
AUR	LFLW	Aurillac airport	Aurillac	44.891399	2.421940
AUS	KAUS	Austin Bergstrom International Airport	Austin	30.197535	-97.662015
AUT	WPAT	Atauro Airport	Vila	-8.243133	125.606378
AUU	YAUR	Aurukun Airport	Aurukun	-13.354019	141.720028
AUV	AYUM	Aumo Airport	Aumo	-5.731111	148.445278
AUW	KAUW	Wausau Downtown Airport	Wausau	44.926201	-89.626602
AUX	SWGN	Araguaína Airport	Araguaína	-7.227870	-48.240501
AUY	NVVA	Aneityum Airport	Anatom Island	-20.249142	169.770758
AUZ	KARR	Aurora Municipal Airport	Chicago/Aurora	41.771900	-88.475700
AVA	ZUAS	Anshun Huangguoshu Airport	Anshun (Xixiu)	26.260556	105.873333
AVB	LIPA	Aviano Air Base	Aviano (PN)	46.031898	12.596503
AVG	YAUV	Auvergne Airport	Auvergne Station	-15.690555	130.008818
AVI	MUCA	Máximo Gómez Airport	Ciro Redondo	22.027100	-78.789597
AVK	ZMAH	Arvaikheer Airport	Arvaikheer	46.250301	102.802002
AVL	KAVL	Asheville Regional Airport	Asheville	35.435488	-82.541853
AVN	LFMV	Avignon Caumont airport	Avignon	43.907299	4.901830
AVO	KAVO	Avon Park Executive Airport	Avon Park	27.591200	-81.527802
AVP	KAVP	Wilkes-Barre/Scranton International Airport	Wilkes-Barre/Scranton	41.337064	-75.724232
AVU	AGGJ	Avu Avu Airport	Avu Avu	-9.868333	160.410556
AVV	YMAV	Melbourne Avalon International Airport	Geelong/Melbourne	-38.040269	144.467196
AVW	KAVQ	Marana Regional Airport	Marana	32.409065	-111.216199
AVX	KAVX	Catalina Airport	Avalon	33.404900	-118.416000
AWA	HALA	Hawassa International Airport	Hawassa	7.100611	38.396455
AWB	AYAW	Awaba Airport	Awaba	-8.013414	142.752099
AWD	NVVB	Aniwa Airport	Aniwa	-19.234600	169.600900
AWE	FOGW	Alowe Airport	Wonga Wongué Presidential Reserve	-0.545000	9.444000
AWK	PWAK	Wake Island Airfield	Wake Island	19.282437	166.636637
AWM	KAWM	West Memphis Municipal Airport	West Memphis	35.135101	-90.234398
AWN	YADS	Alton Downs Airport		-26.488959	139.259906
AWP	YAUS	Austral Downs Airport		-20.500000	137.750000
AWR	AWR	Awar Airport (unusable)	Awar	-4.122278	144.853292
AWZ	OIAW	Qasem Soleimani International Airport	Ahvaz	31.336400	48.763789
AXA	TQPF	Clayton J. Lloyd International Airport	The Valley	18.204773	-63.053830
AXB	89NY	Maxson Airfield	Alexandria Bay	44.312002	-75.900340
AXC	YAMC	Aramac Airport		-22.957880	145.249504
AXD	LGAL	Alexandroupoli Democritus Airport	Alexandroupolis	40.855900	25.956301
AXE	SSXX	Xanxerê Airport	Xanxerê	-26.875067	-52.372862
AXF	ZBAL	Alxa Left Banner Bayanhot Airport	Bayanhot	38.748317	105.584160
AXG	KAXA	Algona Municipal Airport	Algona	43.078104	-94.271836
AXJ	RJDA	Amakusa Airport	Amakusa	32.482498	130.158997
AXK	OYAT	Ataq Airport	Ataq	14.551300	46.826199
AXL	YALX	Alexandria Homestead Airport		-19.060200	136.710007
AXM	SKAR	El Eden Airport	Armenia	4.452780	-75.766400
AXN	KAXN	Chandler Field	Alexandria	45.866299	-95.394699
AXO	AXO	Pantar Kabir Airport	Kabir	-8.244832	124.219108
AXP	MYAP	Spring Point Airport	Spring Point	22.441799	-73.970901
AXR	NTGU	Arutua Airport		-15.248300	-146.617004
AXS	KAXS	Altus Quartz Mountain Regional Airport	Altus	34.697952	-99.338500
AXT	RJSK	Akita Airport	Akita	39.615601	140.218994
AXU	HAAX	Axum Airport	Axum	14.146800	38.772800
AXV	KAXV	Neil Armstrong Airport	Wapakoneta	40.493401	-84.298897
AXX	KAXX	Angel Fire Airport	Angel Fire	36.422001	-105.290001
AYA	SK-198	Ayapel Airport	Ayapel	8.300000	-75.150000
AYC	SK-144	Ayacucho Airport	Ayacucho	8.602149	-73.612866
AYD	AU-AYD	Alroy Downs Airport	Alroy Downs	-19.290800	136.078995
AYG	SKYA	Yaguara Airport	San Vicente Del Caguán	1.544170	-73.933300
AYI	SK-047	Yari Airport	Yari	-0.383333	-72.266667
AYJ	VEAY	Maharshi Valmiki International Airport	Faizabad	26.747736	82.163664
AYK	UAUR	Arkalyk North Airport	Arkalyk	50.318600	66.952797
AYL	YANL	Anthony Lagoon Airport		-18.018079	135.535069
AYN	ZHAY	Anyang Yindu Airport	Anyang	36.133900	114.344002
AYO	SGAY	Aeropuerto Nacional Juan de Ayolas	Ayolas	-27.378379	-56.856791
AYP	SPHO	Air Force Colonel Alfredo Mendivil Duarte Airport	Ayacucho	-13.154800	-74.204399
AYQ	YAYE	Ayers Rock Connellan Airport	Yulara	-25.185913	130.977030
AYR	YAYR	Ayr Airport	Ayr	-19.595832	147.324495
AYS	KAYS	Waycross Ware County Airport	Waycross	31.249100	-82.395500
AYT	LTAI	Antalya International Airport	Antalya	36.898701	30.800501
AYU	AYAY	Aiyura Airport	Aiyura Valley	-6.338056	145.904167
AYW	WASA	Ayawasi Airport	Ayawasi	-1.159779	132.464082
AYX	SPAY	Teniente General Gerardo Pérez Pinedo Airport	Atalaya	-10.729100	-73.766502
AZA	KIWA	Mesa Gateway Airport	Mesa	33.307800	-111.654999
AZB	AZB	Amazon Bay Airport		-10.299167	149.338333
AZD	OIYY	Shahid Sadooghi Airport	Yazd	31.904900	54.276501
AZG	MX-AZG	Apatzingán - Pablo L. Sidar Airport	Apatzingán	19.093399	-102.393997
AZH	VEAH	Azamgarh Airport	Azamgarh	26.153333	83.118333
AZI	OMAD	Al Bateen Executive Airport	Abu Dhabi	24.427062	54.459866
AZJ	ZSDL	Zhenjiang Dalu Airport	Zhenjiang	32.236490	119.718683
AZL	SWTU	Fazenda Tucunaré Airport	Sapezal	-13.465528	-58.866935
AZN	UZFA	Andijan International Airport	Andijan	40.727699	72.293999
AZO	KAZO	Kalamazoo/Battle Creek International Airport	Kalamazoo	42.232105	-85.549637
AZP	MMJC	Jorge Jiménez Cantú National Airport	Atizapán de Zaragoza	19.574155	-99.291183
AZR	DAUA	Touat-Cheikh Sidi Mohamed Belkebir Airport	Adrar	27.837601	-0.186414
AZS	MDCY	Samaná El Catey International Airport	Samana	19.269259	-69.737405
AZT	SK-392	Zapatoca Airport	Zapatoca	6.767262	-73.284775
AZZ	FNAM	Ambriz Airport	Ambriz	-7.862220	13.116100
BAA	AYBL	Bialla Airport	Bialla, Matalilu, Ewase	-5.330560	151.007996
BAB	KBAB	Beale Air Force Base	Beale Air Force Base	39.136101	-121.436996
BAC	SK-272	Barranca De Upia Airport	Barranca De Upia	4.583333	-72.966667
BAD	KBAD	Barksdale Air Force Base	Bossier City	32.501801	-93.662697
BAE	LFMR	Barcelonnette - Saint-Pons Airfield	Saint-Pons, Alpes-de-Haute-Provence	44.387198	6.608831
BAF	KBAF	Westfield-Barnes Regional Airport	Westfield	42.157799	-72.715599
BAG	RPUB	Loakan Airport	Baguio	16.375034	120.619949
BAH	OBBI	Bahrain International Airport	Manama	26.267295	50.637640
BAI	MRBA	Buenos Aires Airport	Punta Arenas	9.163949	-83.330171
BAJ	BAJ	Bali Airport	Unea Island	-4.883333	149.133333
BAL	LTCJ	Batman Airport	Batman	37.929001	41.116600
BAM	KBAM	Battle Mountain Airport	Battle Mountain	40.598999	-116.874001
BAN	FZVR	Basongo Airport	Basongo	-4.315802	20.414891
BAQ	SKBQ	Ernesto Cortissoz International Airport	Barranquilla	10.889600	-74.780800
BAR	ZJQH	Qionghai Bo'ao Airport	Qionghai (Basuo)	19.140951	110.452766
BAS	AGGE	Ballalae Airport	Ballalae	-6.990745	155.886656
BAT	SBBT	Chafei Amsei Airport	Barretos	-20.584631	-48.594125
BAV	ZBOW	Baotou Donghe International Airport	Baotou	40.560001	109.997002
BAX	UNBB	Barnaul Gherman Titov International Airport	Barnaul	53.361285	83.539701
BAY	LRBM	Maramureș International Airport	Tăuții-Măgherăuș	47.658444	23.464445
BAZ	SWBC	Barcelos Airport	Barcelos	-0.981191	-62.918603
BBA	SCBA	Balmaceda Airport	Balmaceda	-45.915968	-71.689499
BBB	KBBB	Benson Municipal Airport	Benson	45.331902	-95.650597
BBC	KBYY	Bay City Regional Airport	Bay City	28.973301	-95.863503
BBD	KBBD	Curtis Field	Brady	31.178931	-99.324732
BBG	NGTU	Butaritari Airport	Butaritari	3.085830	172.811005
BBH	EDBH	Stralsund-Barth Airport	Barth	54.338253	12.710515
BBI	VEBS	Biju Patnaik International Airport	Bhubaneswar	20.251021	85.814747
BBJ	EDRB	Bitburg Airport	Bitburg	49.945278	6.565000
BBK	FBKE	Kasane International Airport	Kasane	-17.831653	25.166195
BBL	YLLE	Ballera Airport		-27.405633	141.809458
BBM	VDBG	Battambang Airport	Battambang	13.095600	103.223999
BBN	WBGZ	Bario Airport	Bario	3.734648	115.478548
BBO	HCMI	Berbera Airport	Berbera	10.385035	44.936723
BBP	EGHJ	Bembridge Airport	Bembridge, Isle of Wight	50.678101	-1.109440
BBQ	TAPB	Burton-Nibbs International Airport	Codrington	17.621194	-61.798347
BBR	TFFB	Basse-Terre Baillif Airport	Basse-Terre	16.013648	-61.742928
BBS	EGLK	Blackbushe Airport	Camberley, Surrey	51.323898	-0.847500
BBT	FEFT	Berbérati Airport	Berbérati	4.221580	15.786400
BBU	LRBS	Bucharest Băneasa Aurel Vlaicu International Airport	Bucharest	44.503133	26.102944
BBV	DIGN	Nero-Mer Airport	Grand-Béréby	4.643413	-6.923962
BBW	KBBW	Broken Bow Municipal Airport	Broken Bow	41.436501	-99.642197
BBX	KLOM	Wings Field	Philadelphia	40.137501	-75.265099
BBY	FEFM	Bambari Airport	Bambari	5.847012	20.649920
BBZ	FLZB	Zambezi Airport	Zambezi	-13.535996	23.105590
BCA	MUBA	Gustavo Rizo Airport	Baracoa	20.365299	-74.506203
BCB	KBCB	Virginia Tech Montgomery Executive Airport	Blacksburg	37.207600	-80.407799
BCC	Z48	Bear Creek 3 Airport	Bear Creek	63.573316	-156.149454
BCD	RPVB	Bacolod-Silay International Airport	Bacolod City	10.776237	123.018879
BCE	KBCE	Bryce Canyon Airport	Bryce Canyon	37.706402	-112.144997
BCF	FEGU	Bouca Airport	Bouca	6.517000	18.267000
BCG	SYBE	Bemichi Airport	Kumaka	7.640212	-58.961786
BCH	WPEC	Baucau Airport	Baucau	-8.486479	126.399981
BCI	YBAR	Barcaldine Airport	Barcaldine	-23.566268	145.302086
BCJ	ZUBC	Beichuan Yongchang Airport	Mianyang	31.581474	104.459701
BCK	YBWR	Bolwarra Airport		-17.388300	144.169006
BCL	MRBC	Barra del Colorado Airport	Pococi	10.768700	-83.585602
BCM	LRBC	Bacău George Enescu International  Airport	Bacău	46.521900	26.910299
BCN	LEBL	Josep Tarradellas Barcelona-El Prat Airport	Barcelona	41.297100	2.078460
BCO	HABC	Jinka Airport	Jinka	5.749655	36.560165
BCP	AYBC	Bambu Airport	Bambu	-5.863611	146.492500
BCQ	LY-BCQ	Brak Airport	Brak	27.653000	14.272000
BCR	SWNK	Novo Campo Airport	Boca do Acre	-8.834573	-67.312485
BCS	65LA	Southern Seaplane Airport	Belle Chasse	29.866078	-90.021608
BCT	KBCT	Boca Raton Airport	Boca Raton	26.378500	-80.107697
BCU	DNBC	Sir Abubakar Tafawa Balewa Bauchi State International Airport	Bauchi	10.482833	9.744000
BCV	BZ-BCV	Hector Silva Airstrip	Belmopan	17.269603	-88.776496
BCW	BCW	Benguera Island Airport	Benguera Island	-21.853300	35.438301
BCX	UWUB	Beloretsk Airport	Beloretsk	53.938389	58.340113
BCZ	BCZ	Milyakburra Airport	Bickerton Island	-13.780833	136.201667
BDA	TXKF	L.F. Wade International Airport	Hamilton	32.363802	-64.678240
BDB	YBUD	Bundaberg Airport	Bundaberg	-24.905039	152.322612
BDC	SNBC	Barra do Corda Airport	Barra do Corda	-5.502500	-45.215833
BDD	YBAU	Badu Island Airport	Badu Island	-10.149550	142.173665
BDE	KBDE	Baudette International Airport	Baudette	48.728401	-94.612198
BDF	3IS8	Rinkenberger Restricted Landing Area	Bradford	41.230900	-89.615700
BDG	KBDG	Blanding Municipal Airport	Blanding	37.583302	-109.483002
BDH	OIBL	Bandar Lengeh International Airport	Bandar Lengeh	26.532283	54.824840
BDI	FSSB	Bird Island Airport	Bird Island	-3.723683	55.206106
BDJ	WAOO	Syamsudin Noor International Airport	Banjarbaru	-3.440112	114.761209
BDK	DIBU	Soko Airport	Bondoukou	8.017220	-2.761940
BDL	KBDL	Bradley International Airport	Hartford	41.938555	-72.688016
BDM	LTBG	Bandırma Airport	Bandırma	40.318001	27.977699
BDN	OPTH	Talhar Airport	Badin	24.841499	68.838402
BDO	WICC	Husein Sastranegara International Airport	Bandung	-6.900630	107.575996
BDP	VNCG	Bhadrapur Airport	Bhadrapur	26.570801	88.079597
BDQ	VABO	Vadodara International Airport	Vadodara	22.336201	73.226303
BDR	KBDR	Igor I Sikorsky Memorial Airport	Bridgeport	41.163502	-73.126198
BDS	LIBR	Brindisi Airport	Brindisi	40.657600	17.947001
BDT	FZFD	Gbadolite Airport	Gbadolite	4.252745	20.975271
BDU	ENDU	Bardufoss Airport	Målselv	69.055801	18.540400
BDV	FZRB	Moba Airport	Moba	-7.084880	29.737072
BDW	YBDF	Bedford Downs Airport		-17.286699	127.462997
BDX	K00F	Broadus Airport	Broadus	45.470462	-105.457145
BDY	KS05	Bandon State Airport	Bandon	43.086498	-124.407997
BDZ	AYBG	Baindoung Airport		-6.347222	146.942222
BEB	EGPL	Benbecula Airport	Balivanich	57.481098	-7.362780
BEC	KBEC	Beech Factory Airport	Wichita	37.694500	-97.214996
BED	KBED	Laurence G Hanscom Field	Bedford	42.470001	-71.289001
BEE	YBGB	Beagle Bay Airport	Dampier Peninsula	-17.016500	122.646400
BEF	MNBL	Bluefields Airport	Bluefields	11.991000	-83.774101
BEG	LYBE	Belgrade Nikola Tesla Airport	Belgrade	44.818401	20.309099
BEH	KBEH	Southwest Michigan Regional Airport	Benton Harbor	42.128601	-86.428497
BEI	HABE	Beica Airport	Beica	9.386390	34.521900
BEJ	WAQT	Kalimarau Airport	Tanjung Redeb - Borneo Island	2.147760	117.430705
BEK	VIBY	Bareilly Air Force Station	Bareilly	28.422100	79.450798
BEL	SBBE	Val de Cans/Júlio Cezar Ribeiro International Airport	Belém	-1.379279	-48.476207
BEM	GMMD	Beni Mellal Airport	Oulad Yaich	32.401895	-6.315905
BEN	HLLB	Benina International Airport	Benina	32.096802	20.269501
BEO	YLMQ	Lake Macquarie Airport	City of Lake Macquarie	-33.065975	151.646283
BEP	VOBI	Bellary Airport	Bellary	15.162800	76.882797
BEQ	EGXH	RAF Honington	Bury Saint Edmunds, Suffolk	52.342602	0.772939
BER	EDDB	Berlin Brandenburg Airport	Berlin	52.361738	13.502341
BES	LFRB	Brest Bretagne airport	Brest	48.447899	-4.418540
BET	PABE	Bethel Airport	Bethel	60.779800	-161.837997
BEU	YBIE	Bedourie Airport	Bedourie	-24.346100	139.460007
BEV	LLBS	Beersheba (Teyman) Airport	Beersheba	31.287001	34.723000
BEW	FQBR	Beira International Airport	Beira	-19.796400	34.907600
BEX	EGUB	RAF Benson	Wallingford, Oxfordshire	51.614366	-1.095991
BEY	OLBA	Beirut Rafic Hariri International Airport	Beirut	33.819833	35.487443
BEZ	NGBR	Beru Airport	Beru	-1.354720	176.007004
BFA	SGBN	Bahía Negra Airport	Bahía Negra	-20.230777	-58.170455
BFC	YBMD	Bloomfield River Airport		-15.873600	145.330002
BFD	KBFD	Bradford Regional Airport	Bradford	41.803101	-78.640099
BFE	EDLI	Bielefeld Airport	Bielefeld	51.964722	8.544444
BFF	KBFF	Western Neb. Rgnl/William B. Heilig Airport	Scottsbluff	41.874001	-103.596001
BFG	KU07	Bullfrog Basin Airport	Bullfrog	37.547827	-110.712898
BFH	SBBI	Bacacheri Airport	Curitiba	-25.405100	-49.231998
BFI	KBFI	King County International Airport - Boeing Field	Seattle	47.527042	-122.299950
BFJ	ZUBJ	Bijie Feixiong Airport	Bijie	27.267066	105.472097
BFK	KBKF	Buckley Space Force Base	Aurora	39.701698	-104.751999
BFL	KBFL	Meadows Field	Bakersfield	35.433601	-119.056999
BFM	KBFM	Mobile Downtown Airport	Mobile	30.626801	-88.068100
BFN	FABL	Bram Fischer International Airport	Bloemfontein	-29.092699	26.302401
BFO	FVCZ	Buffalo Range Airport	Chiredzi	-21.008101	31.578600
BFP	KBVI	Beaver County Airport	Beaver Falls	40.772499	-80.391403
BFQ	MPPI	Bahia Piña Airport	Puerto Piña	7.587370	-78.179939
BFR	KBFR	Virgil I Grissom Municipal Airport	Bedford	38.840000	-86.445396
BFS	EGAA	Belfast International Airport	Belfast	54.657501	-6.215830
BFT	KARW	Beaufort Executive Airport	Beaufort	32.412201	-80.634399
BFU	ZSBB	Bengbu Renheji Airport	Bengbu	32.847733	117.320244
BFV	VTUO	Buri Ram Airport	Buriram	15.229500	103.252998
BFW	DAOS	Sidi Bel Abbes Airport	Sidi Bel Abbès	35.171799	-0.593275
BFX	FKKU	Bafoussam Airport	Bafoussam	5.536920	10.354600
BFY	ZSBA	Bengbu Tenghu Airport	Bengbu	33.166292	117.058344
BGA	SKBG	Palonegro Airport	Bucaramanga	7.126500	-73.184800
BGB	FOGB	Booue Airport	Booue	-0.107500	11.943800
BGC	LPBG	Bragança Airport	Bragança	41.857800	-6.707130
BGD	KBGD	Hutchinson County Airport	Borger	35.700901	-101.393997
BGE	KBGE	Decatur County Industrial Air Park	Bainbridge	30.971500	-84.637398
BGF	FEFF	Bangui M'Poko International Airport	Bangui	4.398480	18.518801
BGG	LTCU	Bingöl Airport	Bingöl	38.860131	40.594489
BGH	GQNE	Abbaye Airport	Boghe	16.633314	-14.200001
BGI	TBPB	Grantley Adams International Airport	Bridgetown	13.074667	-59.491034
BGJ	BIBF	Borgarfjörður eystri Airport	Borgarfjörður eystri	65.516769	-13.815780
BGK	MZBG	Big Creek Airport	Big Creek	16.519369	-88.407913
BGL	VNBL	Baglung Airport	Baglung	28.212799	83.666298
BGM	KBGM	Greater Binghamton/Edwin A Link field	Binghamton	42.208698	-75.979797
BGN	UESG	Belaya Gora Airport	Belaya Gora	68.556227	146.227840
BGO	ENBR	Bergen Airport, Flesland	Bergen	60.293400	5.218140
BGQ	PAGQ	Big Lake Airport	Big Lake	61.534658	-149.812936
BGR	KBGR	Bangor International Airport	Bangor	44.806364	-68.826668
BGS	UNKB	Boguchany Airport	Boguchany	58.380615	97.472336
BGT	KE51	Bagdad Airport	Bagdad	34.592796	-113.171993
BGU	FEFG	Bangassou Airport	Bangassou	4.785000	22.781000
BGV	SSBG	Aeroclube de Bento Gonçalves Airport	Bento Gonçalves	-29.147424	-51.540791
BGW	ORBI	Baghdad International Airport / New Al Muthana Air Base	Baghdad	33.262501	44.234600
BGX	SBBG	Comandante Gustavo Kraemer Airport	Bagé	-31.390499	-54.112202
BGY	LIME	Il Caravaggio International Airport	Orio al Serio (BG)	45.669362	9.708851
BHA	SESV	Los Perales Airport	Bahía de Caraquez	-0.608111	-80.402702
BHB	KBHB	Hancock County-Bar Harbor Airport	Bar Harbor	44.450001	-68.361504
BHC	PK-BHC	Bhurban Heliport	Bhurban	33.960999	73.452003
BHD	EGAC	George Best Belfast City Airport	Belfast	54.618099	-5.872500
BHE	NZWB	Woodbourne Airport	Blenheim	-41.518299	173.869995
BHF	SKCP	Cupica Airport	Bahía Solano	6.694817	-77.493643
BHG	MHBL	Brus Laguna Airport	Brus Laguna	15.763100	-84.543602
BHH	OEBH	Bisha Airport	Bisha	19.984400	42.620899
BHI	SAZB	Comandante Espora Airport	Bahía Blanca	-38.725000	-62.169300
BHJ	VABJ	Bhuj Airport	Bhuj	23.287800	69.670197
BHK	UZSB	Bukhara International Airport	Bukhara	39.775319	64.482279
BHL	BHL	Bahía de los Ángeles Airport	Ensenada	28.978600	-113.560997
BHM	KBHM	Birmingham-Shuttlesworth International Airport	Birmingham	33.562877	-86.750712
BHN	OYBN	Beihan Airport	Beihan	14.781714	45.719703
BHO	VABP	Raja Bhoj International Airport	Bhopal	23.287500	77.337402
BHP	VNBJ	Bhojpur Airport	Bhojpur	27.147400	87.050797
BHQ	YBHI	Broken Hill Airport	Broken Hill	-32.001400	141.472000
BHR	VNBP	Bharatpur Airport	Bharatpur	27.678101	84.429398
BHS	YBTH	Bathurst Airport	Bathurst	-33.406817	149.651161
BHT	BHT	Brighton Downs Airport	Brighton Downs	-23.365763	141.562947
BHU	VABV	Bhavnagar Airport	Bhavnagar	21.752199	72.185204
BHV	OPBW	Bahawalpur Airport	Bahawalpur	29.348101	71.718002
BHW	OPBG	Bhagatanwala Airport	Bhagatanwala	32.056099	72.948402
BHX	EGBB	Birmingham Airport	Birmingham, West Midlands	52.453899	-1.748030
